0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-719.011962890625,176.80775451660156,58.412864685058594,17.685468673706055,9.993063926696777,16.289417266845703,17.111936569213867,11.043205261230469,5.013514995574951,0.801682710647583,-0.5513737797737122,-3.5329508781433105,-2.3935985565185547,2.6495401859283447,4.621148109436035,0.8718772530555725,1.0751100778579712,4.704839706420898,0.07253892719745636,-2.4227466583251953,bass
-722.35400390625,181.3235626220703,62.9757194519043,13.80033016204834,9.70432186126709,18.570114135742188,20.711565017700195,17.44526481628418,15.294204711914062,11.872713088989258,6.335817813873291,-0.1211639866232872,0.22584271430969238,3.957946300506592,2.6879873275756836,0.10957802087068558,2.70870304107666,4.752691745758057,0.6167916059494019,1.4239611625671387,bass
-765.6517944335938,153.95811462402344,71.86137390136719,22.403888702392578,16.291221618652344,25.137540817260742,28.456079483032227,23.082048416137695,16.104795455932617,13.020678520202637,10.466187477111816,5.602212429046631,4.273205757141113,8.220052719116211,8.815572738647461,4.690062999725342,3.4071359634399414,3.6713528633117676,1.4358125925064087,2.588080406188965,bass
-753.836181640625,161.7530517578125,67.9455337524414,17.358989715576172,13.897488594055176,23.05445671081543,24.423025131225586,19.16936492919922,14.813741683959961,11.724222183227539,6.910904407501221,1.698060393333435,1.4410902261734009,4.634276390075684,4.066201686859131,1.0665329694747925,1.2741241455078125,2.0665385723114014,-0.24348613619804382,0.3062072992324829,bass
-735.2492065429688,162.4642791748047,52.0691032409668,14.946849822998047,10.753365516662598,15.818846702575684,20.30172348022461,19.34668731689453,14.293867111206055,8.080016136169434,2.8610825538635254,-2.7201590538024902,-1.1751958131790161,4.065369129180908,4.438194274902344,1.3970801830291748,2.0585572719573975,4.672877311706543,1.0400923490524292,1.425270676612854,bass
-710.8037719726562,173.10552978515625,48.88243103027344,15.80324649810791,9.165132522583008,19.60579490661621,19.634559631347656,15.652159690856934,14.586597442626953,12.686984062194824,8.188536643981934,-0.6745002865791321,-0.9261122345924377,2.571319341659546,3.843064546585083,0.4801396131515503,-0.5232685208320618,1.6454551219940186,-1.2450361251831055,-0.9820781350135803,bass
-710.0816040039062,174.1552734375,47.176666259765625,17.587223052978516,14.03065013885498,20.796260833740234,18.8566951751709,10.140716552734375,8.57443618774414,9.157670974731445,5.853802680969238,-1.905066967010498,-1.8998920917510986,3.852278232574463,8.580717086791992,7.103212356567383,5.6899919509887695,9.277091026306152,6.359847068786621,4.2174906730651855,bass
-664.25,194.29183959960938,43.94974899291992,18.95381736755371,6.944680213928223,23.769060134887695,21.532461166381836,15.119071006774902,10.308867454528809,9.150087356567383,7.36610746383667,-2.9102275371551514,-3.7111265659332275,-0.5101253986358643,3.1261017322540283,-0.023622505366802216,-0.8569929599761963,0.7860569357872009,-1.5070559978485107,-0.5736141800880432,bass
-642.8093872070312,203.5260009765625,43.47920227050781,22.65468406677246,5.4791669845581055,21.487621307373047,14.565655708312988,8.469144821166992,6.492781162261963,8.424455642700195,4.89622688293457,-7.088153839111328,-6.705214500427246,-3.140568256378174,3.057218551635742,0.7816111445426941,-0.6355467438697815,0.9235574007034302,0.18422465026378632,-0.04430413618683815,bass
-691.397705078125,189.04489135742188,49.272613525390625,19.035737991333008,17.854774475097656,27.183000564575195,24.401611328125,13.429627418518066,10.756881713867188,11.372953414916992,5.474215030670166,-7.799039840698242,-9.815225601196289,-3.539504289627075,1.9680616855621338,2.66011905670166,3.081296682357788,5.216043472290039,2.2343552112579346,2.786909341812134,bass
-633.4749755859375,209.49371337890625,27.75946617126465,13.890129089355469,5.674433708190918,13.091723442077637,17.576637268066406,15.594429016113281,14.475472450256348,16.322439193725586,8.739495277404785,-2.6945629119873047,-3.9980874061584473,-3.009228467941284,4.7385687828063965,1.5194077491760254,1.6876423358917236,7.579488754272461,1.018647313117981,-3.3048200607299805,bass
